GEO,Description,Tag,RCategory,WeekEnding,Dollars,Units,BaseDollars,BaseUnits,PACV_FeatAndDisp,PACV_FeatWODisp,PACV_DispWOFeat,PACV_Discount,Dollars_FeatAndDisp,Dollars_Feature,Dollars_Display,Dollars_TPR,Units_FeatAndDisp,Units_Feature,Units_Display,Units_TPR,Units_EQ,BaseUnits_Feature,BaseDollars_Feature,BaseUnits_Display,BaseDollars_Display,BaseUnits_FeatAndDisp,BaseDollars_FeatAndDisp,BaseUnits_TPR,BaseDollars_TPR,EQUnitConversion,BaseUnits_EQ,Units_EQ_Feature,Units_EQ_Display,Units_EQ_FeatAndDisp,Units_EQ_TPR,BaseUnits_EQ_Feature,BaseUnits_EQ_Display,BaseUnits_EQ_FeatAndDisp,BaseUnits_EQ_TPR,Units_AnyPromo,Dollars_AnyPromo,BaseDollars_AnyPromo,BaseUnits_AnyPromo,Units_EQ_AnyPromo,BaseUnits_EQ_AnyPromo,Units_NoPromo,Dollars_NoPromo,BaseDollars_NoPromo,BaseUnits_NoPromo,Units_EQ_NoPromo,BaseUnits_EQ_NoPromo,Units_FeatAndOrDisp,Dollars_FeatAndOrDisp,BaseDollars_FeatAndOrDisp,BaseUnits_FeatAndOrDisp,Units_EQ_FeatAndOrDisp,BaseUnits_EQ_FeatAndOrDisp,ACV
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME,NS.414412,DAILY HAIR CARE,1/21/2017,1654150,402407,1466580,348726,10,34,37,71,49471,312227,114971,186398,10813,74851,23402,42095,546665,57571,261263,15951,78586,6026,31873,18281,92531,1.3584878,473740.0164,101684.1703,31791.33149,14689.32858,57185.54393,78209.50111,21669.23889,8186.247481,24834.51547,151161,663067,464253,97829,205350.3743,132899.503,251246,991083,1002327,250897,341314.6257,340840.5135,109066,476669,371722,79548,148164.8304,108064.9875,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME,NS.414412,DAILY HAIR CARE,1/28/2017,1605663,382945,1464439,348204,9,26,39,72,15368,202430,135792,176759,2555,55139,29022,40463,517053,54885,200480,20320,100317,1674,9068,16074,80718,1.350201726,470145.6418,74448.77298,39185.55449,3449.76541,54633.21244,74105.82174,27436.09907,2260.237689,21703.14255,127179,530349,390583,92953,171717.3053,125505.301,255766,1075314,1073856,255251,345335.6947,344640.3408,86716,353590,309865,76879,117084.0929,103802.1585,99
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME KERATIN,NS.600256,DAILY HAIR CARE,1/7/2017,103848,19912,88131,15303,1,7,12,30,1550,12991,12088,16712,287,2429,2479,4072,34111,1418,8585,1488,7608,186,1192,1350,7987,1.713087585,26215.37932,4161.089745,4246.744124,491.656137,6975.692648,2429.158196,2549.074327,318.6342909,2312.66824,9267,43341,25372,4442,15875.18265,7609.535054,10645,60507,62759,10861,18235.81735,18605.84426,5195,26629,17385,3092,8899.490006,5296.866814,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME KERATIN,NS.600256,DAILY HAIR CARE,1/14/2017,97533,17890,86530,15117,0,8,11,20,73,5293,11652,12690,15,1210,2264,2753,29005,526,2886,1843,9562,8,51,1120,6298,1.621296814,24509.14394,1961.769145,3670.615987,24.31945221,4463.430129,852.8021241,2988.050028,12.97037451,1815.852432,6242,29708,18797,3497,10120.13471,5669.674958,11648,67825,67733,11620,18884.86529,18839.46898,3489,17018,12499,2377,5656.704584,3853.822527,82
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME KERATIN,NS.600256,DAILY HAIR CARE,1/21/2017,93162,17114,78882,13619,1,5,11,27,903,9399,11021,19872,151,1834,2134,4183,27606,1272,7651,1425,7406,129,839,2024,10649,1.613065327,21968.33668,2958.361809,3442.281407,243.5728643,6747.452261,2051.819095,2298.61809,208.0854271,3264.844221,8302,41195,26545,4850,13391.66834,7823.366834,8812,51967,52337,8769,14214.33166,14144.96985,4119,21323,15896,2826,6644.21608,4558.522613,81
PACIFIC DIVISION - AOCxp,DLY HAIR CARE TRESEMME KERATIN,NS.600256,DAILY HAIR CARE,1/28/2017,87296,15453,80267,13550,0,12,9,18,0,9449,7306,13644,0,1959,1367,2802,25188,1736,8446,1100,5987,0,0,1133,6499,1.629974762,22086.15803,3193.120559,2228.1755,0,4567.189284,2829.636187,1792.972238,0,1846.761406,6128,30399,20932,3969,9988.485343,6469.369831,9325,56897,59335,9581,15199.51466,15616.7882,3326,16755,14433,2836,5421.296059,4622.608426,81
PACIFIC DIVISION - AOCxp,DLY HAIR CARE VIDAL SASSOON,NS.251536,DAILY HAIR CARE,1/7/2017,4265,1237,3970,1065,0,0,0,2,0,0,0,838,0,0,0,256,1558,0,0,0,0,0,0,38,170,1.259498787,1341.366209,0,0,0,322.4316896,0,0,0,47.86095392,256,838,170,38,322.4316896,47.86095392,981,3427,3800,1027,1235.56831,1293.505255,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DLY HAIR CARE VIDAL SASSOON,NS.251536,DAILY HAIR CARE,1/14/2017,3711,1055,3800,1027,0,0,0,1,0,0,0,283,0,0,0,96,1342,0,0,0,0,0,0,6,20,1.272037915,1306.382938,0,0,0,122.1156398,0,0,0,7.632227488,96,283,20,6,122.1156398,7.632227488,959,3428,3780,1021,1219.88436,1298.750711,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DLY HAIR CARE VIDAL SASSOON,NS.251536,DAILY HAIR CARE,1/21/2017,3136,879,3568,1025,0,0,0,1,0,0,0,148,0,0,0,49,1120,0,0,0,0,0,0,4,15,1.274175199,1306.029579,0,0,0,62.43458476,0,0,0,5.096700796,49,148,15,4,62.43458476,5.096700796,830,2988,3553,1021,1057.565415,1300.932878,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DLY HAIR CARE VIDAL SASSOON,NS.251536,DAILY HAIR CARE,1/28/2017,2808,843,2748,833,0,0,0,0,0,0,0,129,0,0,0,39,1014,0,0,0,0,0,0,3,14,1.202846975,1001.97153,0,0,0,46.91103203,0,0,0,3.608540925,39,129,14,3,46.91103203,3.608540925,804,2679,2734,830,967.088968,998.3629893,0,0,0,0,0,0,9
PACIFIC DIVISION - AOCxp,DLY HAIR CARE WHITE RAIN,NS.251423,DAILY HAIR CARE,1/7/2017,22763,16357,19172,13497,0,0,1,2,0,0,4816,575,0,0,4121,483,15985,0,0,2101,2774,0,0,30,56,0.977257443,13190.04371,0,4027.277924,0,472.0153451,0,2053.217888,0,29.3177233,4604,5391,2830,2131,4499.293269,2082.535612,11753,17372,16342,11366,11485.70673,11107.5081,4121,4816,2774,2101,4027.277924,2053.217888,46
PACIFIC DIVISION - AOCxp,DLY HAIR CARE WHITE RAIN,NS.251423,DAILY HAIR CARE,1/14/2017,21331,15217,20037,13961,0,0,0,13,0,0,3665,1415,0,0,3113,998,15123,0,0,2347,3137,0,0,359,666,0.993822698,13874.75869,0,3093.77006,0,991.8350529,0,2332.501873,0,356.7823487,4111,5080,3803,2706,4085.605113,2689.284222,11106,16251,16234,11255,11037.39489,11185.47447,3113,3665,3137,2347,3093.77006,2332.501873,46
PACIFIC DIVISION - AOCxp,DLY HAIR CARE WHITE RAIN,NS.251423,DAILY HAIR CARE,1/21/2017,20647,14879,18896,13117,0,0,0,13,0,0,3528,1603,0,0,3018,1149,14877,0,0,1597,2116,0,0,269,509,0.999865582,13115.23684,0,3017.594328,0,1148.845554,0,1596.785335,0,268.9638417,4167,5131,2625,1866,4166.439882,1865.749177,10712,15516,16271,11251,10710.56012,11249.48767,3018,3528,2116,1597,3017.594328,1596.785335,44
PACIFIC DIVISION - AOCxp,DLY HAIR CARE WHITE RAIN,NS.251423,DAILY HAIR CARE,1/28/2017,18074,12516,17825,12475,0,0,0,12,0,0,598,1120,0,0,567,837,12314,0,0,834,1099,0,0,291,491,0.983860658,12273.66171,0,557.8489933,0,823.491371,0,820.5397891,0,286.3034516,1404,1718,1590,1125,1381.340364,1106.843241,11112,16356,16235,11350,10932.65964,11166.81847,567,598,1099,834,557.8489933,820.5397891,44
PACIFIC DIVISION - AOCxp,DOVE 12OZ BASE W&C 1PK,NS.246816,DAILY HAIR CARE,1/7/2017,130301,35688,63613,14722,1,16,6,30,772,39492,6714,45319,175,9621,2267,14063,28550,3025,15426,220,977,51,283,2231,10049,0.799988792,11777.43499,7696.692165,1813.574591,139.9980386,11250.24238,2419.966095,175.9975342,40.79942838,1784.774994,26126,92297,26735,5527,20900.50717,4421.538052,9562,38004,36878,9195,7649.492827,7355.89694,12063,46978,16686,3296,9650.264795,2636.763058,88
PACIFIC DIVISION - AOCxp,DOVE 12OZ BASE W&C 1PK,NS.246816,DAILY HAIR CARE,1/14/2017,107776,27363,70720,16279,0,0,8,26,0,0,6766,38814,0,0,1908,11160,21891,0,0,372,1846,0,0,2390,10984,0.800021927,13023.55696,0,1526.441838,0,8928.24471,0,297.608157,0,1912.052407,13068,45580,12830,2762,10454.68655,2209.660564,14295,62196,57890,13517,11436.31345,10813.89639,1908,6766,1846,372,1526.441838,297.608157,88
PACIFIC DIVISION - AOCxp,DOVE 12OZ BASE W&C 1PK,NS.246816,DAILY HAIR CARE,1/21/2017,118941,29078,78358,17840,1,8,6,27,601,34138,2944,24739,117,8214,737,6610,23263,1594,8636,381,1698,63,353,2318,9967,0.800020634,14272.36811,6571.369489,589.6152074,93.6024142,5288.136392,1275.232891,304.8078616,50.40129995,1854.44783,15678,62422,20654,4356,12542.7235,3484.889882,13400,56519,57704,13484,10720.2765,10787.47823,9068,37683,10687,2038,7254.587111,1630.442052,90
PACIFIC DIVISION - AOCxp,DOVE 12OZ BASE W&C 1PK,NS.246816,DAILY HAIR CARE,1/28/2017,112630,27192,86615,19963,0,5,9,30,94,4776,3824,30175,18,926,882,8325,21753,1126,5990,472,2053,0,0,2247,9840,0.799977935,15969.95951,740.7795675,705.5805384,14.39960282,6659.816306,900.7751545,377.5895852,0,1797.550419,10151,38869,17883,3845,8120.576015,3075.915159,17041,73761,68732,16118,13632.42398,12894.04435,1826,8694,8043,1598,1460.759709,1278.36474,90
PACIFIC DIVISION - AOCxp,DOVE 25.4OZ BASE W&C 1PK,NS.245545,DAILY HAIR CARE,1/7/2017,198134,35600,178466,32213,0,0,3,16,0,83,13801,13043,0,12,2227,2094,60282,6,41,1766,10917,0,0,581,4121,1.693314607,54546.74343,20.31977528,3771.011629,0,3545.800787,10.15988764,2990.393596,0,983.8157865,4333,26927,15079,2353,7337.132191,3984.36927,31267,171207,163387,29860,52944.86781,50562.37416,2239,13884,10958,1772,3791.331404,3000.553483,54
PACIFIC DIVISION - AOCxp,DOVE 25.4OZ BASE W&C 1PK,NS.245545,DAILY HAIR CARE,1/14/2017,186720,33398,171807,30969,0,0,4,18,0,0,21018,13658,0,0,3651,2067,56555,0,0,2855,16181,0,0,555,4018,1.693364872,52441.81673,0,6182.475148,0,3500.185191,0,4834.55671,0,939.817504,5718,34676,20199,3410,9682.660339,5774.374214,27680,152044,151608,27559,46872.33966,46667.44251,3651,21018,16181,2855,6182.475148,4834.55671,54
PACIFIC DIVISION - AOCxp,DOVE 25.4OZ BASE W&C 1PK,NS.245545,DAILY HAIR CARE,1/21/2017,187129,33558,179426,32247,0,1,6,19,0,892,18296,11555,0,128,3081,1852,56825,42,312,2648,15644,0,0,684,4569,1.693336909,54605.03531,216.7471244,5217.171017,0,3136.059956,71.12015019,4483.956136,0,1158.242446,5061,30743,20525,3374,8569.978098,5713.318732,28497,156386,158901,28873,48255.0219,48891.71658,3209,19188,15956,2690,5433.918142,4555.076286,57
PACIFIC DIVISION - AOCxp,DOVE 25.4OZ BASE W&C 1PK,NS.245545,DAILY HAIR CARE,1/28/2017,166812,30087,152914,27655,0,0,7,19,0,0,15426,11382,0,0,2596,1891,50948,0,0,2016,11811,0,0,457,3079,1.693355934,46829.75837,0,4395.952006,0,3202.136072,0,3413.805564,0,773.863662,4487,26808,14890,2473,7598.088078,4187.669226,25600,140004,138024,25182,43349.91192,42642.08914,2596,15426,11811,2016,4395.952006,3413.805564,57
PACIFIC DIVISION - AOCxp,DOVE 3.3-5.1 OZ PREMIUM STYLNG,NS.249472,DAILY HAIR CARE,1/7/2017,2653,503,2344,435,0,0,0,2,0,115,0,639,0,41,0,135,206,71,190,0,0,0,0,53,313,0.409542744,178.1510934,16.79125249,0,0,55.28827038,29.07753479,0,0,21.70576541,176,754,503,124,72.07952286,50.7833002,327,1899,1841,311,133.9204771,127.3677932,41,115,190,71,16.79125249,29.07753479,23
PACIFIC DIVISION - AOCxp,DOVE 3.3-5.1 OZ PREMIUM STYLNG,NS.249472,DAILY HAIR CARE,1/14/2017,2501,509,2258,437,0,0,0,3,0,0,0,705,0,0,0,162,209,0,0,0,0,0,0,43,252,0.410609037,179.4361493,0,0,0,66.51866405,0,0,0,17.65618861,162,705,252,43,66.51866405,17.65618861,347,1796,2006,394,142.481336,161.7799607,0,0,0,0,0,0,23
PACIFIC DIVISION - AOCxp,DOVE 3.3-5.1 OZ PREMIUM STYLNG,NS.249472,DAILY HAIR CARE,1/21/2017,2060,459,1891,364,0,0,0,2,0,0,0,587,0,0,0,183,188,0,0,0,0,0,0,18,115,0.409586057,149.0893246,0,0,0,74.95424837,0,0,0,7.37254902,183,587,115,18,74.95424837,7.37254902,276,1473,1776,346,113.0457516,141.7167756,0,0,0,0,0,0,22
PACIFIC DIVISION - AOCxp,DOVE 3.3-5.1 OZ PREMIUM STYLNG,NS.249472,DAILY HAIR CARE,1/28/2017,1996,448,1851,349,0,0,0,2,0,0,0,641,0,0,0,216,185,0,0,0,0,0,0,65,288,0.412946429,144.1183036,0,0,0,89.19642857,0,0,0,26.84151786,216,641,288,65,89.19642857,26.84151786,232,1355,1563,284,95.80357143,117.2767857,0,0,0,0,0,0,22
PACIFIC DIVISION - AOCxp,DOVE 3.3-9.25 OZ BASE STYL 1PK,NS.251833,DAILY HAIR CARE,1/7/2017,97111,23883,75695,16884,0,12,4,30,478,17375,6280,27040,107,4191,1588,7006,16954,2036,11447,1117,5043,42,237,2869,13361,0.709877319,11985.56865,2975.095842,1127.285182,75.95687309,4973.400494,1445.310221,792.9329649,29.81484738,2036.638027,12892,51173,30088,6064,9151.738391,4304.69606,10991,45938,45607,10820,7802.261609,7680.872587,5886,24133,16727,3195,4178.337897,2268.058033,82
PACIFIC DIVISION - AOCxp,DOVE 3.3-9.25 OZ BASE STYL 1PK,NS.251833,DAILY HAIR CARE,1/14/2017,92257,21561,78358,17427,0,1,3,27,0,233,5635,24958,0,78,1433,6160,15211,52,157,819,3791,0,0,2451,11412,0.705486758,12294.51774,55.02796716,1010.962525,0,4345.798432,36.68531144,577.7936552,0,1729.148045,7671,30826,15360,3322,5411.788924,2343.627012,13890,61431,62998,14105,9799.211076,9950.890729,1511,5868,3948,871,1065.990492,614.4789667,82
PACIFIC DIVISION - AOCxp,DOVE 3.3-9.25 OZ BASE STYL 1PK,NS.251833,DAILY HAIR CARE,1/21/2017,92809,22142,79551,18004,0,7,3,28,0,8130,4182,23898,0,1853,1001,5983,15529,909,5072,781,3525,0,0,3023,14075,0.701336826,12626.86821,1299.577138,702.0381628,0,4196.09823,637.5151748,547.7440611,0,2120.141225,8837,36210,22672,4713,6197.713531,3305.400461,13305,56599,56879,13291,9331.286469,9321.467754,2854,12312,8597,1690,2001.615301,1185.259236,83
PACIFIC DIVISION - AOCxp,DOVE 3.3-9.25 OZ BASE STYL 1PK,NS.251833,DAILY HAIR CARE,1/28/2017,89453,20879,78275,17472,0,1,3,30,0,179,3644,23893,0,60,854,6103,14767,54,160,618,2824,0,0,3070,14172,0.707265674,12357.34585,42.43594042,604.0048853,0,4316.442406,38.19234638,437.0901863,0,2171.305618,7017,27716,17156,3742,4962.883232,2646.588151,13862,61737,61119,13730,9804.116768,9710.757699,914,3823,2984,672,646.4408257,475.2825327,83
PACIFIC DIVISION - AOCxp,DOVE 8.45-12 OZ PREM W&C 1PK,NS.244860,DAILY HAIR CARE,1/7/2017,73200,26002,32994,6989,0,13,1,41,307,35953,241,22300,170,16674,55,5831,16524,1391,7118,20,97,6,10,2004,9964,0.635489578,4441.436659,10596.15322,34.95192677,108.0332282,3705.539728,883.9660026,12.70979155,3.812937466,1273.521114,22730,58801,17189,3421,14444.6781,2174.009845,3272,14399,15805,3568,2079.321898,2267.426813,16899,36501,7225,1417,10739.13837,900.4887316,76
PACIFIC DIVISION - AOCxp,DOVE 8.45-12 OZ PREM W&C 1PK,NS.244860,DAILY HAIR CARE,1/14/2017,57023,17941,31220,7069,0,0,0,50,0,0,71,38798,0,0,44,12972,11710,0,0,38,65,0,0,1988,10049,0.652694945,4613.900563,0,28.71857756,0,8466.758821,0,24.80240789,0,1297.55755,13016,38869,10114,2026,8495.477398,1322.359958,4925,18154,21106,5043,3214.522602,3291.540605,44,71,65,38,28.71857756,24.80240789,76
PACIFIC DIVISION - AOCxp,DOVE 8.45-12 OZ PREM W&C 1PK,NS.244860,DAILY HAIR CARE,1/21/2017,49962,14521,31856,7624,0,5,0,42,41,7071,119,25344,8,1733,66,7688,9856,773,4457,32,110,2,12,1648,7881,0.678741134,5174.722402,1176.258384,44.79691481,5.429929068,5218.161835,524.6668962,21.71971627,1.357482267,1118.565388,9495,32575,12460,2455,6444.647063,1666.309483,5026,17387,19396,5169,3411.352937,3508.412919,1807,7231,4579,807,1226.485228,547.7440948,74
PACIFIC DIVISION - AOCxp,DOVE 8.45-12 OZ PREM W&C 1PK,NS.244860,DAILY HAIR CARE,1/28/2017,42735,11799,32041,7498,0,3,3,39,0,2706,323,22618,0,479,111,6583,8279,792,4600,86,283,0,0,1523,7570,0.701669633,5261.118908,336.0997542,77.88532927,0,4619.091194,555.7223494,60.34358844,0,1068.642851,7173,25647,12453,2401,5033.076278,1684.708789,4626,17088,19588,5097,3245.923722,3576.41012,590,3029,4883,878,413.9850835,616.0659378,74
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 12OZ,NS.244648,DAILY HAIR CARE,1/7/2017,91362,26245,43392,9676,0,12,5,24,452,22075,5838,37586,109,5273,2087,12587,20997,1750,9164,173,774,14,74,1345,6326,0.800038102,7741.16868,4218.600914,1669.67952,87.20415317,10070.0796,1400.066679,138.4065917,11.20053343,1076.051248,20056,65951,16338,3282,16045.56418,2625.725052,6189,25411,27054,6394,4951.435816,5115.443627,7469,28365,10012,1937,5975.484588,1549.673805,80
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 12OZ,NS.244648,DAILY HAIR CARE,1/14/2017,69554,17564,46130,10059,0,0,2,31,0,0,1752,29943,0,0,419,8521,14051,0,0,152,687,0,0,1592,8307,0.799988613,8047.085459,0,335.1952289,0,6816.702972,0,121.5982692,0,1273.581872,8940,31695,8994,1744,7151.898201,1395.180141,8624,37859,37136,8315,6899.101799,6651.905318,419,1752,687,152,335.1952289,121.5982692,80
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 12OZ,NS.244648,DAILY HAIR CARE,1/21/2017,61249,14704,44463,9990,0,6,1,33,138,6913,540,23075,26,1423,123,6013,11763,812,4467,111,506,23,126,1758,8102,0.799986398,7991.864119,1138.380645,98.39832699,20.79964635,4810.318213,649.5889554,88.79849021,18.39968716,1406.376088,7585,30666,13201,2704,6067.896831,2163.163221,7119,30583,31262,7286,5695.103169,5828.700898,1572,7591,5099,946,1257.578618,756.7871328,82
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 12OZ,NS.244648,DAILY HAIR CARE,1/28/2017,65983,16066,46816,10494,0,0,4,32,0,0,1497,26256,0,0,339,6988,12852,0,0,355,1555,0,0,1558,7421,0.799950205,8394.677455,0,271.1831196,0,5590.052035,0,283.9823229,0,1246.32242,7327,27753,8976,1913,5861.235155,1530.304743,8739,38230,37840,8581,6990.764845,6864.372713,339,1497,1555,355,271.1831196,283.9823229,82
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 25OZ,NS.250869,DAILY HAIR CARE,1/7/2017,49000,8307,46434,7580,0,0,0,18,0,107,608,9342,0,27,102,1696,14066,7,57,101,601,0,0,539,3737,1.693270736,12834.99218,45.71830986,172.713615,0,2871.787167,11.85289515,171.0203443,0,912.6729264,1825,10057,4395,647,3090.219092,1095.546166,6482,38943,42039,6933,10975.78091,11739.44601,129,715,658,108,218.4319249,182.8732394,47
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 25OZ,NS.250869,DAILY HAIR CARE,1/14/2017,48582,8327,46026,7505,0,0,1,23,0,0,33,12198,0,0,6,2282,14101,0,0,25,149,0,0,815,5395,1.693406989,12709.01945,0,10.16044194,0,3864.35475,0,42.33517473,0,1380.126696,2288,12231,5544,840,3874.515192,1422.461871,6039,36351,40482,6665,10226.48481,11286.55758,6,33,149,25,10.16044194,42.33517473,47
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 25OZ,NS.250869,DAILY HAIR CARE,1/21/2017,46639,7920,41755,6857,0,2,3,19,0,1386,655,7155,0,241,111,1344,13411,79,570,143,856,0,0,551,3571,1.693308081,11611.01351,408.0872475,187.957197,0,2275.806061,133.7713384,242.1430556,0,933.0127525,1696,9196,4997,773,2871.850505,1308.927146,6224,37443,36758,6084,10539.14949,10302.08636,352,2041,1426,222,596.0444444,375.9143939,48
PACIFIC DIVISION - AOCxp,DOVE MEN W&C 25OZ,NS.250869,DAILY HAIR CARE,1/28/2017,48042,8126,44860,7433,0,0,2,16,0,0,1734,7378,0,0,290,1284,13759,0,0,159,950,0,0,431,2845,1.69320699,12585.60756,0,491.0300271,0,2174.077775,0,269.2199114,0,729.7722127,1574,9112,3795,590,2665.107802,998.992124,6552,38930,41065,6843,11093.8922,11586.61543,290,1734,950,159,491.0300271,269.2199114,48
PACIFIC DIVISION - AOCxp,DOVE MEN W-C 25.4 OZ,NS.252981,DAILY HAIR CARE,1/7/2017,49000,8307,46434,7580,0,0,0,18,0,107,608,9342,0,27,102,1696,14066,7,57,101,601,0,0,539,3737,1.693270736,12834.99218,45.71830986,172.713615,0,2871.787167,11.85289515,171.0203443,0,912.6729264,1825,10057,4395,647,3090.219092,1095.546166,6482,38943,42039,6933,10975.78091,11739.44601,129,715,658,108,218.4319249,182.8732394,47
PACIFIC DIVISION - AOCxp,DOVE MEN W-C 25.4 OZ,NS.252981,DAILY HAIR CARE,1/14/2017,48582,8327,46026,7505,0,0,1,23,0,0,33,12198,0,0,6,2282,14101,0,0,25,149,0,0,815,5395,1.693406989,12709.01945,0,10.16044194,0,3864.35475,0,42.33517473,0,1380.126696,2288,12231,5544,840,3874.515192,1422.461871,6039,36351,40482,6665,10226.48481,11286.55758,6,33,149,25,10.16044194,42.33517473,47
PACIFIC DIVISION - AOCxp,DOVE MEN W-C 25.4 OZ,NS.252981,DAILY HAIR CARE,1/21/2017,46639,7920,41755,6857,0,2,3,19,0,1386,655,7155,0,241,111,1344,13411,79,570,143,856,0,0,551,3571,1.693308081,11611.01351,408.0872475,187.957197,0,2275.806061,133.7713384,242.1430556,0,933.0127525,1696,9196,4997,773,2871.850505,1308.927146,6224,37443,36758,6084,10539.14949,10302.08636,352,2041,1426,222,596.0444444,375.9143939,48
PACIFIC DIVISION - AOCxp,DOVE MEN W-C 25.4 OZ,NS.252981,DAILY HAIR CARE,1/28/2017,48042,8126,44860,7433,0,0,2,16,0,0,1734,7378,0,0,290,1284,13759,0,0,159,950,0,0,431,2845,1.69320699,12585.60756,0,491.0300271,0,2174.077775,0,269.2199114,0,729.7722127,1574,9112,3795,590,2665.107802,998.992124,6552,38930,41065,6843,11093.8922,11586.61543,290,1734,950,159,491.0300271,269.2199114,48
PACIFIC DIVISION - AOCxp,DOVE MENS 1.75-7.0 OZ STYL 1PK,NS.250149,DAILY HAIR CARE,1/7/2017,40088,9705,32318,7363,0,8,0,15,129,7657,0,5959,29,1874,0,1578,8493,864,4609,0,1,0,0,345,1594,0.87511592,6443.478516,1639.967233,0,25.37836167,1380.932921,756.1001546,0,0,301.9149923,3481,13745,6204,1209,3046.278516,1058.015147,6224,26343,26114,6154,5446.721484,5385.463369,1903,7786,4610,864,1665.345595,756.1001546,74
PACIFIC DIVISION - AOCxp,DOVE MENS 1.75-7.0 OZ STYL 1PK,NS.250149,DAILY HAIR CARE,1/14/2017,36391,8482,30850,6981,0,1,0,14,0,233,0,7237,0,78,0,1809,7423,52,157,0,2,0,0,342,1659,0.875147371,6109.403796,68.26149493,0,0,1583.141594,45.50766329,0,0,299.3004008,1887,7470,1818,394,1651.403089,344.8080641,6595,28921,29032,6587,5771.596911,5764.595732,78,233,159,52,68.26149493,45.50766329,74
PACIFIC DIVISION - AOCxp,DOVE MENS 1.75-7.0 OZ STYL 1PK,NS.250149,DAILY HAIR CARE,1/21/2017,37491,8898,33504,7578,0,5,0,13,0,5409,0,4965,0,1230,0,1283,7785,616,3357,0,2,0,0,383,1729,0.874915711,6630.111261,1076.146325,0,0,1122.516858,538.9480782,0,0,335.0927175,2513,10374,5088,999,2198.663183,874.0407957,6385,27117,28416,6579,5586.336817,5756.070465,1230,5409,3359,616,1076.146325,538.9480782,74
PACIFIC DIVISION - AOCxp,DOVE MENS 1.75-7.0 OZ STYL 1PK,NS.250149,DAILY HAIR CARE,1/28/2017,36421,8437,31375,7049,0,1,0,16,0,179,25,6638,0,60,5,1703,7384,54,160,0,1,0,0,510,2359,0.875192604,6169.232666,52.51155624,4.37596302,0,1490.453005,47.26040062,0,0,446.348228,1768,6842,2520,564,1547.340524,493.6086287,6669,29579,28855,6485,5836.659476,5675.624037,65,204,161,54,56.88751926,47.26040062,74
PACIFIC DIVISION - AOCxp,DOVE TREATMENTS SYLING 1PK,NS.247548,DAILY HAIR CARE,1/7/2017,247,58,197,39,0,0,0,0,0,99,0,0,0,29,0,0,49,9,46,0,0,0,0,0,0,0.844827586,32.94827586,24.5,0,0,0,7.603448276,0,0,0,29,99,46,9,24.5,7.603448276,29,148,151,30,24.5,25.34482759,29,99,46,9,24.5,7.603448276,3
PACIFIC DIVISION - AOCxp,DOVE TREATMENTS SYLING 1PK,NS.247548,DAILY HAIR CARE,1/14/2017,148,37,199,40,0,0,0,1,0,0,0,60,0,0,0,11,31,0,0,0,0,0,0,1,3,0.837837838,33.51351351,0,0,0,9.216216216,0,0,0,0.837837838,11,60,3,1,9.216216216,0.837837838,26,88,196,39,21.78378378,32.67567568,0,0,0,0,0,0,3
PACIFIC DIVISION - AOCxp,DOVE TREATMENTS SYLING 1PK,NS.247548,DAILY HAIR CARE,1/21/2017,102,33,133,48,0,0,0,1,0,0,0,50,0,0,0,16,28,0,0,0,0,0,0,3,13,0.848484848,40.72727273,0,0,0,13.57575758,0,0,0,2.545454545,16,50,13,3,13.57575758,2.545454545,17,52,120,45,14.42424242,38.18181818,0,0,0,0,0,0,2
PACIFIC DIVISION - AOCxp,DOVE TREATMENTS SYLING 1PK,NS.247548,DAILY HAIR CARE,1/28/2017,94,24,114,43,0,0,0,0,0,0,0,37,0,0,0,9,21,0,0,0,0,0,0,1,6,0.875,37.625,0,0,0,7.875,0,0,0,0.875,9,37,6,1,7.875,0.875,15,57,108,42,13.125,36.75,0,0,0,0,0,0,2
PACIFIC DIVISION - AOCxp,DOVE TRIAL&TRAVEL,NS.246122,DAILY HAIR CARE,1/7/2017,9719,6219,11655,6982,0,3,0,0,0,1484,0,0,0,596,0,0,1244,1397,3479,0,0,0,0,0,0,0.20003216,1396.624538,119.2191671,0,0,0,279.4449268,0,0,0,596,1484,3479,1397,119.2191671,279.4449268,5623,8235,8176,5585,1124.780833,1117.179611,596,1484,3479,1397,119.2191671,279.4449268,31
